Reporter_code,Reporter_description,Partner_code,Partner_description,Indicator_code,Indicator_description,Flow_Code,Flow_Description,Year,Unit,Value,Flag,Source_Description,Note
CN,China,WL,World,MAMTAU,Automotive products,X,Exports,2008,million USD,28636.13917,,WTO,
CN,China,WL,World,MAMTOF,Office and telecom equipment,X,Exports,2008,million USD,382272.7473,,WTO,
CN,China,WL,World,MAMT,Machinery and transport equipment,M,Imports,2008,million USD,441952.5601,,WTO,
CN,China,WL,World,MI,Fuels and mining products,X,Exports,2008,million USD,55259.50215,,WTO,
CN,China,WL,World,MAMTOTTL,Telecommunications equipment,M,Imports,2008,million USD,36896.55019,,WTO,
CN,China,WL,World,MI,Fuels and mining products,M,Imports,2008,million USD,307869.2384,,WTO,
CN,China,WL,World,MAMT,Machinery and transport equipment,X,Exports,2008,million USD,674065.0048,,WTO,
CN,China,WL,World,MACL,Clothing,X,Exports,2008,million USD,120404.7476,,WTO,
CN,China,WL,World,MAMTOTIC,Integrated circuits and electronic components,X,Exports,2008,million USD,43485.93439,,WTO,
CN,China,WL,World,MACH,Chemicals,M,Imports,2008,million USD,118996.7986,,WTO,
CN,China,WL,World,MAIS,Iron and steel,M,Imports,2008,million USD,27148.95721,,WTO,
CN,China,WL,World,MAMTOTTL,Telecommunications equipment,X,Exports,2008,million USD,161947.7044,,WTO,
CN,China,WL,World,MAMTOTEP,Electronic data processing and office equipment,M,Imports,2008,million USD,46890.85252,,WTO,
CN,China,WL,World,MAMTOTIC,Integrated circuits and electronic components,M,Imports,2008,million USD,148120.5815,,WTO,
CN,China,WL,World,MAMTAU,Automotive products,M,Imports,2008,million USD,29068.78351,,WTO,
CN,China,WL,World,MAMTTE,Transport equipment,X,Exports,2008,million USD,76245.25997,,WTO,
CN,China,WL,World,AGFO,Food,M,Imports,2008,million USD,49521.66594,,WTO,
CN,China,WL,World,MAMTOF,Office and telecom equipment,M,Imports,2008,million USD,231907.9842,,WTO,
CN,China,WL,World,MACH,Chemicals,X,Exports,2008,million USD,79312.59872,,WTO,
CN,China,WL,World,TO,Total merchandise,M,Imports,2009,million USD,1005923,,WTO,
CN,China,WL,World,TO,Total merchandise,X,Exports,2009,million USD,1201612,,WTO,
CN,China,WL,World,MAMTTE,Transport equipment,X,Exports,2009,million USD,64754.7826,,WTO,
CN,China,WL,World,MACL,Clothing,M,Imports,2009,million USD,1842.382896,,WTO,
CN,China,WL,World,MIFU,Fuels,M,Imports,2009,million USD,123962.7537,,WTO,
CN,China,WL,World,MACH,Chemicals,X,Exports,2009,million USD,62007.81712,,WTO,
CN,China,WL,World,MAMTOTIC,Integrated circuits and electronic components,X,Exports,2009,million USD,40328.19185,,WTO,
CN,China,WL,World,AG,Agricultural products,M,Imports,2009,million USD,76616.84821,,WTO,
CN,China,WL,World,MAMTOTTL,Telecommunications equipment,M,Imports,2009,million USD,34065.18336,,WTO,
CN,China,WL,World,MAMTAU,Automotive products,M,Imports,2009,million USD,30848.30273,,WTO,
CN,China,WL,World,MACL,Clothing,X,Exports,2009,million USD,107263.7314,,WTO,
CN,China,WL,World,MI,Fuels and mining products,X,Exports,2009,million USD,34328.52558,,WTO,
CN,China,WL,World,MACHPH,Pharmaceuticals,M,Imports,2009,million USD,6699.375857,,WTO,
CN,China,WL,World,MAIS,Iron and steel,X,Exports,2009,million USD,23660.09076,,WTO,
CN,China,WL,World,MA,Manufactures,M,Imports,2009,million USD,675171.7873,,WTO,
CN,China,WL,World,MAMTOTTL,Telecommunications equipment,X,Exports,2009,million USD,148798.9805,,WTO,
CN,China,WL,World,MAIS,Iron and steel,M,Imports,2009,million USD,26476.34513,,WTO,
CN,China,WL,World,MAMTOTEP,Electronic data processing and office equipment,M,Imports,2009,million USD,43059.52475,,WTO,
CN,China,WL,World,MATE,Textiles,M,Imports,2009,million USD,14944.66325,,WTO,
CN,China,WL,World,MACH,Chemicals,M,Imports,2009,million USD,111972.9591,,WTO,
CN,China,WL,World,MAMTOTIC,Integrated circuits and electronic components,M,Imports,2009,million USD,136924.257,,WTO,
CN,China,WL,World,MIFU,Fuels,X,Exports,2009,million USD,20382.77519,,WTO,
CN,China,WL,World,MAMTOTEP,Electronic data processing and office equipment,X,Exports,2009,million USD,157320.6768,,WTO,
CN,China,WL,World,AG,Agricultural products,X,Exports,2009,million USD,40882.57993,,WTO,
CN,China,WL,World,AGFO,Food,M,Imports,2009,million USD,45248.35724,,WTO,
CN,China,WL,World,MAMT,Machinery and transport equipment,X,Exports,2009,million USD,591127.5105,,WTO,
CN,China,WL,World,MAMTTE,Transport equipment,M,Imports,2009,million USD,51970.50666,,WTO,
CN,China,WL,World,MA,Manufactures,X,Exports,2009,million USD,1124743.287,,WTO,
CN,China,WL,World,MAMTOF,Office and telecom equipment,X,Exports,2009,million USD,346447.8491,,WTO,
CN,China,WL,World,MATE,Textiles,X,Exports,2009,million USD,59823.50248,,WTO,
CN,China,WL,World,MAMTAU,Automotive products,X,Exports,2009,million USD,19852.8829,,WTO,
CN,China,WL,World,MACHPH,Pharmaceuticals,X,Exports,2009,million USD,8613.735403,,WTO,
CN,China,WL,World,MAMT,Machinery and transport equipment,M,Imports,2009,million USD,408259.2165,,WTO,
CN,China,WL,World,AGFO,Food,X,Exports,2009,million USD,35318.56076,,WTO,
CN,China,WL,World,MAMTOF,Office and telecom equipment,M,Imports,2009,million USD,214048.9652,,WTO,
CN,China,WL,World,MI,Fuels and mining products,M,Imports,2009,million USD,250455.5484,,WTO,
CN,China,WL,World,TO,Total merchandise,M,Imports,2010,million USD,1396247,,WTO,
CN,China,WL,World,TO,Total merchandise,X,Exports,2010,million USD,1577754,,WTO,
CN,China,WL,World,MAIS,Iron and steel,M,Imports,2010,million USD,25053.98163,,WTO,
CN,China,WL,World,AGFO,Food,X,Exports,2010,million USD,44152.52225,,WTO,
CN,China,WL,World,AG,Agricultural products,X,Exports,2010,million USD,51606.88319,,WTO,
CN,China,WL,World,MIFU,Fuels,X,Exports,2010,million USD,26673.09173,,WTO,
CN,China,WL,World,MAMTTE,Transport equipment,X,Exports,2010,million USD,95671.25979,,WTO,
CN,China,WL,World,MACHPH,Pharmaceuticals,M,Imports,2010,million USD,8030.463026,,WTO,
CN,China,WL,World,MIFU,Fuels,M,Imports,2010,million USD,188957.7344,,WTO,
CN,China,WL,World,MAMTOF,Office and telecom equipment,X,Exports,2010,million USD,449340.4841,,WTO,
CN,China,WL,World,MA,Manufactures,M,Imports,2010,million USD,894290.3473,,WTO,
CN,China,WL,World,MAMTOTEP,Electronic data processing and office equipment,M,Imports,2010,million USD,56821.55489,,WTO,
CN,China,WL,World,AG,Agricultural products,M,Imports,2010,million USD,108259.8022,,WTO,
CN,China,WL,World,MI,Fuels and mining products,X,Exports,2010,million USD,48059.89661,,WTO,
CN,China,WL,World,MAMTOF,Office and telecom equipment,M,Imports,2010,million USD,278042.9982,,WTO,
CN,China,WL,World,MACH,Chemicals,X,Exports,2010,million USD,87518.85921,,WTO,
CN,China,WL,World,MAMT,Machinery and transport equipment,M,Imports,2010,million USD,549686.3836,,WTO,
CN,China,WL,World,MAMTAU,Automotive products,M,Imports,2010,million USD,53043.144,,WTO,
CN,China,WL,World,MAMTOTTL,Telecommunications equipment,M,Imports,2010,million USD,40226.86892,,WTO,
CN,China,WL,World,MACHPH,Pharmaceuticals,X,Exports,2010,million USD,10680.45655,,WTO,
CN,China,WL,World,MA,Manufactures,X,Exports,2010,million USD,1476531.567,,WTO,
CN,China,WL,World,MAMTTE,Transport equipment,M,Imports,2010,million USD,78137.61017,,WTO,
CN,China,WL,World,MI,Fuels and mining products,M,Imports,2010,million USD,375013.39,,WTO,
CN,China,WL,World,MACL,Clothing,M,Imports,2010,million USD,2518.363221,,WTO,
CN,China,WL,World,MAMT,Machinery and transport equipment,X,Exports,2010,million USD,781074.4781,,WTO,
CN,China,WL,World,AGFO,Food,M,Imports,2010,million USD,59556.20335,,WTO,
CN,China,WL,World,MAMTAU,Automotive products,X,Exports,2010,million USD,28036.74944,,WTO,
CN,China,WL,World,MAMTOTEP,Electronic data processing and office equipment,X,Exports,2010,million USD,205991.1324,,WTO,
CN,China,WL,World,MAMTOTIC,Integrated circuits and electronic components,X,Exports,2010,million USD,62923.47475,,WTO,
CN,China,WL,World,MACH,Chemicals,M,Imports,2010,million USD,149416.781,,WTO,
CN,China,WL,World,MAMTOTIC,Integrated circuits and electronic components,M,Imports,2010,million USD,180994.5744,,WTO,
CN,China,WL,World,MATE,Textiles,X,Exports,2010,million USD,76871.49746,,WTO,
CN,China,WL,World,MAIS,Iron and steel,X,Exports,2010,million USD,39564.94999,,WTO,
CN,China,WL,World,MAMTOTTL,Telecommunications equipment,X,Exports,2010,million USD,180425.877,,WTO,
CN,China,WL,World,MATE,Textiles,M,Imports,2010,million USD,17678.64588,,WTO,
CN,China,WL,World,MACL,Clothing,X,Exports,2010,million USD,129820.2864,,WTO,
CN,China,WL,World,TO,Total merchandise,X,Exports,2011,million USD,1898381,,WTO,
CN,China,WL,World,TO,Total merchandise,M,Imports,2011,million USD,1743484,,WTO,
CN,China,WL,World,MAMTTE,Transport equipment,M,Imports,2011,million USD,97777.55345,,WTO,
CN,China,WL,World,AGFO,Food,X,Exports,2011,million USD,54167.81346,,WTO,
CN,China,WL,World,MACH,Chemicals,X,Exports,2011,million USD,114723.0411,,WTO,
CN,China,WL,World,AGFO,Food,M,Imports,2011,million USD,75455.16563,,WTO,
CN,China,WL,World,MAMT,Machinery and transport equipment,M,Imports,2011,million USD,630916.6592,,WTO,
CN,China,WL,World,MAMTOF,Office and telecom equipment,M,Imports,2011,million USD,305152.2429,,WTO,
CN,China,WL,World,AG,Agricultural products,X,Exports,2011,million USD,64612.64976,,WTO,
CN,China,WL,World,MI,Fuels and mining products,M,Imports,2011,million USD,516217.2816,,WTO,
CN,China,WL,World,MACHPH,Pharmaceuticals,X,Exports,2011,million USD,11809.99963,,WTO,
CN,China,WL,World,MAMTAU,Automotive products,X,Exports,2011,million USD,37493.78674,,WTO,
CN,China,WL,World,MATE,Textiles,M,Imports,2011,million USD,18900.53989,,WTO,
CN,China,WL,World,MIFU,Fuels,X,Exports,2011,million USD,32274.07047,,WTO,
CN,China,WL,World,MAMTOTEP,Electronic data processing and office equipment,M,Imports,2011,million USD,57822.16021,,WTO,
CN,China,WL,World,MACH,Chemicals,M,Imports,2011,million USD,180542.3208,,WTO,
CN,China,WL,World,MAMTTE,Transport equipment,X,Exports,2011,million USD,118643.4515,,WTO,
CN,China,WL,World,MI,Fuels and mining products,X,Exports,2011,million USD,59458.65043,,WTO,
CN,China,WL,World,MAIS,Iron and steel,M,Imports,2011,million USD,27164.84172,,WTO,
CN,China,WL,World,AG,Agricultural products,M,Imports,2011,million USD,144724.3628,,WTO,
CN,China,WL,World,MAIS,Iron and steel,X,Exports,2011,million USD,55462.48137,,WTO,
CN,China,WL,World,MACHPH,Pharmaceuticals,M,Imports,2011,million USD,11295.36082,,WTO,
CN,China,WL,World,MACL,Clothing,X,Exports,2011,million USD,153773.6077,,WTO,
CN,China,WL,World,MAMTAU,Automotive products,M,Imports,2011,million USD,69641.82006,,WTO,
CN,China,WL,World,MAMTOF,Office and telecom equipment,X,Exports,2011,million USD,496760.5873,,WTO,
CN,China,WL,World,MA,Manufactures,M,Imports,2011,million USD,1032932.275,,WTO,
CN,China,WL,World,MAMT,Machinery and transport equipment,X,Exports,2011,million USD,902599.3006,,WTO,
CN,China,WL,World,MIFU,Fuels,M,Imports,2011,million USD,275727.7518,,WTO,
CN,China,WL,World,MACL,Clothing,M,Imports,2011,million USD,4012.368811,,WTO,
CN,China,WL,World,MAMTOTTL,Telecommunications equipment,X,Exports,2011,million USD,208735.1054,,WTO,
CN,China,WL,World,MA,Manufactures,X,Exports,2011,million USD,1771857.636,,WTO,
CN,China,WL,World,MAMTOTIC,Integrated circuits and electronic components,M,Imports,2011,million USD,196145.299,,WTO,
CN,China,WL,World,MAMTOTEP,Electronic data processing and office equipment,X,Exports,2011,million USD,218460.4533,,WTO,
CN,China,WL,World,MATE,Textiles,X,Exports,2011,million USD,94410.73384,,WTO,
CN,China,WL,World,MAMTOTTL,Telecommunications equipment,M,Imports,2011,million USD,51184.78364,,WTO,
CN,China,WL,World,MAMTOTIC,Integrated circuits and electronic components,X,Exports,2011,million USD,69565.0286,,WTO,
CN,China,WL,World,TO,Total merchandise,X,Exports,2012,million USD,2048714,,WTO,
CN,China,WL,World,TO,Total merchandise,M,Imports,2012,million USD,1818405,,WTO,
CN,China,WL,World,MAMTOF,Office and telecom equipment,M,Imports,2012,million USD,346762.591,,WTO,
CN,China,WL,World,MA,Manufactures,M,Imports,2012,million USD,1058865.701,,WTO,
CN,China,WL,World,MAMTAU,Automotive products,X,Exports,2012,million USD,43112.213,,WTO,
CN,China,WL,World,MAMTAU,Automotive products,M,Imports,2012,million USD,73972.646,,WTO,
CN,China,WL,World,MAMTOTTL,Telecommunications equipment,X,Exports,2012,million USD,229520.84,,WTO,
CN,China,WL,World,MAMT,Machinery and transport equipment,M,Imports,2012,million USD,653457.409,,WTO,
CN,China,WL,World,MAIS,Iron and steel,X,Exports,2012,million USD,53873.429,,WTO,
CN,China,WL,World,MACH,Chemicals,M,Imports,2012,million USD,178570.832,,WTO,
CN,China,WL,World,MATE,Textiles,M,Imports,2012,million USD,19810.041,,WTO,
CN,China,WL,World,AGFO,Food,M,Imports,2012,million USD,90652.081,,WTO,
CN,China,WL,World,MI,Fuels and mining products,M,Imports,2012,million USD,533789.654,,WTO,
CN,China,WL,World,MACHPH,Pharmaceuticals,X,Exports,2012,million USD,11931.748,,WTO,
CN,China,WL,World,MAMTOTTL,Telecommunications equipment,M,Imports,2012,million USD,62793.153,,WTO,
CN,China,WL,World,MAMTOTEP,Electronic data processing and office equipment,X,Exports,2012,million USD,228015.907,,WTO,
CN,China,WL,World,MA,Manufactures,X,Exports,2012,million USD,1924817.037,,WTO,
CN,China,WL,World,MAMTTE,Transport equipment,M,Imports,2012,million USD,102764.04,,WTO,
CN,China,WL,World,MACL,Clothing,M,Imports,2012,million USD,4525.455,,WTO,
CN,China,WL,World,MAMT,Machinery and transport equipment,X,Exports,2012,million USD,964221.768,,WTO,
CN,China,WL,World,MAMTOTIC,Integrated circuits and electronic components,X,Exports,2012,million USD,82338.352,,WTO,
CN,China,WL,World,MAIS,Iron and steel,M,Imports,2012,million USD,22825.931,,WTO,
CN,China,WL,World,MAMTOF,Office and telecom equipment,X,Exports,2012,million USD,539875.099,,WTO,
CN,China,WL,World,AG,Agricultural products,X,Exports,2012,million USD,66204.433,,WTO,
CN,China,WL,World,MIFU,Fuels,X,Exports,2012,million USD,31015.669,,WTO,
CN,China,WL,World,MACH,Chemicals,X,Exports,2012,million USD,113649.213,,WTO,
CN,China,WL,World,MAMTOTEP,Electronic data processing and office equipment,M,Imports,2012,million USD,63994.768,,WTO,
CN,China,WL,World,MACL,Clothing,X,Exports,2012,million USD,159753.638,,WTO,
CN,China,WL,World,AGFO,Food,X,Exports,2012,million USD,56338.741,,WTO,
CN,China,WL,World,MATE,Textiles,X,Exports,2012,million USD,95499.257,,WTO,
CN,China,WL,World,MIFU,Fuels,M,Imports,2012,million USD,313019.496,,WTO,
CN,China,WL,World,MI,Fuels and mining products,X,Exports,2012,million USD,56136.861,,WTO,
CN,China,WL,World,AG,Agricultural products,M,Imports,2012,million USD,156835.104,,WTO,
CN,China,WL,World,MACHPH,Pharmaceuticals,M,Imports,2012,million USD,13870.308,,WTO,
CN,China,WL,World,MAMTOTIC,Integrated circuits and electronic components,M,Imports,2012,million USD,219974.67,,WTO,
CN,China,WL,World,MAMTTE,Transport equipment,X,Exports,2012,million USD,117232.428,,WTO,
CN,China,WL,World,TO,Total merchandise,M,Imports,2013,million USD,1949990,,WTO,
CN,China,WL,World,TO,Total merchandise,X,Exports,2013,million USD,2209005,,WTO,
CN,China,WL,World,AG,Agricultural products,M,Imports,2013,million USD,165475.733,,WTO,
CN,China,WL,World,MAMTOTEP,Electronic data processing and office equipment,M,Imports,2013,million USD,57177.05,,WTO,
CN,China,WL,World,AGFO,Food,M,Imports,2013,million USD,98647.248,,WTO,
CN,China,WL,World,MATE,Textiles,M,Imports,2013,million USD,21563.414,,WTO,
CN,China,WL,World,AG,Agricultural products,X,Exports,2013,million USD,70188.476,,WTO,
CN,China,WL,World,MATE,Textiles,X,Exports,2013,million USD,106623.756,,WTO,
CN,China,WL,World,MAMTOTTL,Telecommunications equipment,X,Exports,2013,million USD,252868.297,,WTO,
CN,China,WL,World,MACH,Chemicals,M,Imports,2013,million USD,189642.24,,WTO,
CN,China,WL,World,MACHPH,Pharmaceuticals,X,Exports,2013,million USD,12307.731,,WTO,
CN,China,WL,World,MACL,Clothing,M,Imports,2013,million USD,5338.947,,WTO,
CN,China,WL,World,MAIS,Iron and steel,M,Imports,2013,million USD,21442.767,,WTO,
CN,China,WL,World,MAMTOTIC,Integrated circuits and electronic components,M,Imports,2013,million USD,262030.282,,WTO,
CN,China,WL,World,MACL,Clothing,X,Exports,2013,million USD,177530.289,,WTO,
CN,China,WL,World,MAIS,Iron and steel,X,Exports,2013,million USD,54725.527,,WTO,
CN,China,WL,World,MI,Fuels and mining products,M,Imports,2013,million USD,544314.475,,WTO,
CN,China,WL,World,MI,Fuels and mining products,X,Exports,2013,million USD,59821.711,,WTO,
CN,China,WL,World,MAMTOF,Office and telecom equipment,X,Exports,2013,million USD,593913.137,,WTO,
CN,China,WL,World,MACHPH,Pharmaceuticals,M,Imports,2013,million USD,16200.429,,WTO,
CN,China,WL,World,MIFU,Fuels,M,Imports,2013,million USD,315160.15,,WTO,
CN,China,WL,World,MAMTTE,Transport equipment,X,Exports,2013,million USD,110314.145,,WTO,
CN,China,WL,World,MAMTOTEP,Electronic data processing and office equipment,X,Exports,2013,million USD,223842.194,,WTO,
CN,China,WL,World,MACH,Chemicals,X,Exports,2013,million USD,119695.267,,WTO,
CN,China,WL,World,MAMTAU,Automotive products,M,Imports,2013,million USD,78035.296,,WTO,
CN,China,WL,World,MAMTTE,Transport equipment,M,Imports,2013,million USD,111939.711,,WTO,
CN,China,WL,World,AGFO,Food,X,Exports,2013,million USD,60006.932,,WTO,
CN,China,WL,World,MIFU,Fuels,X,Exports,2013,million USD,33785.497,,WTO,
CN,China,WL,World,MAMT,Machinery and transport equipment,M,Imports,2013,million USD,710751.636,,WTO,
CN,China,WL,World,MAMTOF,Office and telecom equipment,M,Imports,2013,million USD,393138.406,,WTO,
CN,China,WL,World,MAMT,Machinery and transport equipment,X,Exports,2013,million USD,1038743.715,,WTO,
CN,China,WL,World,MA,Manufactures,M,Imports,2013,million USD,1135561.902,,WTO,
CN,China,WL,World,MAMTOTTL,Telecommunications equipment,M,Imports,2013,million USD,73931.074,,WTO,
CN,China,WL,World,MAMTOTIC,Integrated circuits and electronic components,X,Exports,2013,million USD,117202.646,,WTO,
CN,China,WL,World,MAMTAU,Automotive products,X,Exports,2013,million USD,45980.717,,WTO,
CN,China,WL,World,MA,Manufactures,X,Exports,2013,million USD,2077106.681,,WTO,
CN,China,WL,World,TO,Total merchandise,M,Imports,2014,million USD,1959233,,WTO,
CN,China,WL,World,TO,Total merchandise,X,Exports,2014,million USD,2342293,,WTO,
CN,China,WL,World,MAMTOTTL,Telecommunications equipment,M,Imports,2014,million USD,68752.105,,WTO,
CN,China,WL,World,MA,Manufactures,X,Exports,2014,million USD,2201646.856,,WTO,
CN,China,WL,World,MAMTTE,Transport equipment,X,Exports,2014,million USD,117040.549,,WTO,
CN,China,WL,World,MATE,Textiles,M,Imports,2014,million USD,20248.784,,WTO,
CN,China,WL,World,MAMT,Machinery and transport equipment,X,Exports,2014,million USD,1071108.332,,WTO,
CN,China,WL,World,MAMTOTIC,Integrated circuits and electronic components,X,Exports,2014,million USD,93417.071,,WTO,
CN,China,WL,World,MACL,Clothing,X,Exports,2014,million USD,186704.009,,WTO,
CN,China,WL,World,MAMTOTEP,Electronic data processing and office equipment,X,Exports,2014,million USD,225705.266,,WTO,
CN,China,WL,World,MAIS,Iron and steel,M,Imports,2014,million USD,22472.914,,WTO,
CN,China,WL,World,MAMTOTIC,Integrated circuits and electronic components,M,Imports,2014,million USD,250714.714,,WTO,
CN,China,WL,World,MI,Fuels and mining products,X,Exports,2014,million USD,63720.527,,WTO,
CN,China,WL,World,MAMTOF,Office and telecom equipment,X,Exports,2014,million USD,595470.044,,WTO,
CN,China,WL,World,MACH,Chemicals,X,Exports,2014,million USD,134579.169,,WTO,
CN,China,WL,World,MAMTOTEP,Electronic data processing and office equipment,M,Imports,2014,million USD,57991.852,,WTO,
CN,China,WL,World,MAMT,Machinery and transport equipment,M,Imports,2014,million USD,724932.251,,WTO,
CN,China,WL,World,MAMTOF,Office and telecom equipment,M,Imports,2014,million USD,377458.671,,WTO,
CN,China,WL,World,MAMTAU,Automotive products,M,Imports,2014,million USD,93479.357,,WTO,
CN,China,WL,World,MAMTAU,Automotive products,X,Exports,2014,million USD,50908.315,,WTO,
CN,China,WL,World,MAMTOTTL,Telecommunications equipment,X,Exports,2014,million USD,276347.707,,WTO,
CN,China,WL,World,MAMTTE,Transport equipment,M,Imports,2014,million USD,133328.884,,WTO,
CN,China,WL,World,AG,Agricultural products,M,Imports,2014,million USD,170107.439,,WTO,
CN,China,WL,World,MACL,Clothing,M,Imports,2014,million USD,6128.806,,WTO,
CN,China,WL,World,MIFU,Fuels,M,Imports,2014,million USD,316757.658,,WTO,
CN,China,WL,World,AGFO,Food,X,Exports,2014,million USD,63512.493,,WTO,
CN,China,WL,World,MACHPH,Pharmaceuticals,M,Imports,2014,million USD,19069.179,,WTO,
CN,China,WL,World,MIFU,Fuels,X,Exports,2014,million USD,34449.332,,WTO,
CN,China,WL,World,AG,Agricultural products,X,Exports,2014,million USD,74497.403,,WTO,
CN,China,WL,World,MAIS,Iron and steel,X,Exports,2014,million USD,72290.678,,WTO,
CN,China,WL,World,MATE,Textiles,X,Exports,2014,million USD,111726.04,,WTO,
CN,China,WL,World,MI,Fuels and mining products,M,Imports,2014,million USD,526901.292,,WTO,
CN,China,WL,World,MACHPH,Pharmaceuticals,X,Exports,2014,million USD,13367.989,,WTO,
CN,China,WL,World,MA,Manufactures,M,Imports,2014,million USD,1178291.499,,WTO,
CN,China,WL,World,MACH,Chemicals,M,Imports,2014,million USD,191844.626,,WTO,
CN,China,WL,World,AGFO,Food,M,Imports,2014,million USD,105264.364,,WTO,
CN,China,WL,World,TO,Total merchandise,X,Exports,2015,million USD,2273468,,WTO,
CN,China,WL,World,TO,Total merchandise,M,Imports,2015,million USD,1679566,,WTO,
CN,China,WL,World,MAMTOF,Office and telecom equipment,X,Exports,2015,million USD,589773.7111,,WTO,
CN,China,WL,World,MAIS,Iron and steel,M,Imports,2015,million USD,19530.363,,WTO,
CN,China,WL,World,MAMTOF,Office and telecom equipment,M,Imports,2015,million USD,385388.984,,WTO,
CN,China,WL,World,MI,Fuels and mining products,X,Exports,2015,million USD,54484.75571,,WTO,
CN,China,WL,World,MAMTTE,Transport equipment,M,Imports,2015,million USD,110361.821,,WTO,
CN,China,WL,World,MAIS,Iron and steel,X,Exports,2015,million USD,63804.43518,,WTO,
CN,China,WL,World,MIFU,Fuels,X,Exports,2015,million USD,27889.49859,,WTO,
CN,China,WL,World,MAMTOTTL,Telecommunications equipment,X,Exports,2015,million USD,292230.1353,,WTO,
CN,China,WL,World,AG,Agricultural products,M,Imports,2015,million USD,159733.238,,WTO,
CN,China,WL,World,AGFO,Food,M,Imports,2015,million USD,102788.315,,WTO,
CN,China,WL,World,MAMTAU,Automotive products,M,Imports,2015,million USD,72958.679,,WTO,
CN,China,WL,World,MAMTOTTL,Telecommunications equipment,M,Imports,2015,million USD,71926.98,,WTO,
CN,China,WL,World,MAMT,Machinery and transport equipment,M,Imports,2015,million USD,688346.035,,WTO,
CN,China,WL,World,MACH,Chemicals,X,Exports,2015,million USD,129343.7644,,WTO,
CN,China,WL,World,MIFU,Fuels,M,Imports,2015,million USD,198668.179,,WTO,
CN,China,WL,World,MAMTOTEP,Electronic data processing and office equipment,M,Imports,2015,million USD,50654.39,,WTO,
CN,China,WL,World,MACHPH,Pharmaceuticals,M,Imports,2015,million USD,20320.795,,WTO,
CN,China,WL,World,MACL,Clothing,M,Imports,2015,million USD,6544.103,,WTO,
CN,China,WL,World,MAMT,Machinery and transport equipment,X,Exports,2015,million USD,1063523.714,,WTO,
CN,China,WL,World,MATE,Textiles,M,Imports,2015,million USD,18976.689,,WTO,
CN,China,WL,World,MA,Manufactures,M,Imports,2015,million USD,1083593.729,,WTO,
CN,China,WL,World,MACHPH,Pharmaceuticals,X,Exports,2015,million USD,13451.99894,,WTO,
CN,China,WL,World,MAMTOTIC,Integrated circuits and electronic components,X,Exports,2015,million USD,105284.1531,,WTO,
CN,China,WL,World,MACL,Clothing,X,Exports,2015,million USD,174082.232,,WTO,
CN,China,WL,World,MAMTTE,Transport equipment,X,Exports,2015,million USD,120450.216,,WTO,
CN,China,WL,World,MA,Manufactures,X,Exports,2015,million USD,2145737.645,,WTO,
CN,China,WL,World,MAMTOTEP,Electronic data processing and office equipment,X,Exports,2015,million USD,192259.4227,,WTO,
CN,China,WL,World,MI,Fuels and mining products,M,Imports,2015,million USD,357921.53,,WTO,
CN,China,WL,World,AG,Agricultural products,X,Exports,2015,million USD,72531.53895,,WTO,
CN,China,WL,World,MACH,Chemicals,M,Imports,2015,million USD,170894.602,,WTO,
CN,China,WL,World,AGFO,Food,X,Exports,2015,million USD,63051.59638,,WTO,
CN,China,WL,World,MATE,Textiles,X,Exports,2015,million USD,108816.7826,,WTO,
CN,China,WL,World,MAMTAU,Automotive products,X,Exports,2015,million USD,49339.97194,,WTO,
CN,China,WL,World,MAMTOTIC,Integrated circuits and electronic components,M,Imports,2015,million USD,262807.614,,WTO,
CN,China,WL,World,TO,Total merchandise,X,Exports,2016,million USD,2098161,,WTO,
CN,China,WL,World,TO,Total merchandise,M,Imports,2016,million USD,1587431,,WTO,
CN,China,WL,World,MA,Manufactures,M,Imports,2016,million USD,1034700,,WTO,
CN,China,WL,World,MAMTOF,Office and telecom equipment,M,Imports,2016,million USD,372000,,WTO,
CN,China,WL,World,MAMTAU,Automotive products,M,Imports,2016,million USD,75460,,WTO,
CN,China,WL,World,AG,Agricultural products,X,Exports,2016,million USD,76000,,WTO,
CN,China,WL,World,MACL,Clothing,M,Imports,2016,million USD,6600,,WTO,
CN,China,WL,World,AGFO,Food,X,Exports,2016,million USD,66300,,WTO,
CN,China,WL,World,MA,Manufactures,X,Exports,2016,million USD,2004400,,WTO,
CN,China,WL,World,AGFO,Food,M,Imports,2016,million USD,99600,,WTO,
CN,China,WL,World,MAMTAU,Automotive products,X,Exports,2016,million USD,48670,,WTO,
CN,China,WL,World,MATE,Textiles,M,Imports,2016,million USD,16680,,WTO,
CN,China,WL,World,MACH,Chemicals,M,Imports,2016,million USD,163400,,WTO,
CN,China,WL,World,MACL,Clothing,X,Exports,2016,million USD,161380,,WTO,
CN,China,WL,World,MAIS,Iron and steel,M,Imports,2016,million USD,18200,,WTO,
CN,China,WL,World,MATE,Textiles,X,Exports,2016,million USD,105710,,WTO,
CN,China,WL,World,MI,Fuels and mining products,X,Exports,2016,million USD,50800,,WTO,
CN,China,WL,World,MACH,Chemicals,X,Exports,2016,million USD,123800,,WTO,
CN,China,WL,World,MAMTOF,Office and telecom equipment,X,Exports,2016,million USD,544400,,WTO,
CN,China,WL,World,MAIS,Iron and steel,X,Exports,2016,million USD,56100,,WTO,
CN,China,WL,World,AG,Agricultural products,M,Imports,2016,million USD,155000,,WTO,
CN,China,WL,World,MI,Fuels and mining products,M,Imports,2016,million USD,322800,,WTO,
